,H2,H,O2,OH,O,H2O,HO2,H2O2,N2
0,-7.021302862133769e-06,3.4191881599893334e-06,-0.00011351888084084073,8.827433194745748e-07,1.0101159523547964e-06,3.7592437955177224e-07,0.00011484695570853941,5.256183064631734e-09,0.0
1,-7.150240488265323e-06,3.3933748262874397e-06,-0.00011638480003429001,1.3964911566480528e-06,1.8677964957947696e-06,1.2827021636619547e-06,0.00011558413089723977,1.0544982923356243e-08,0.0
2,-7.329910427056668e-06,3.3932503194983913e-06,-0.00011924047566389418,1.729003856162926e-06,2.603674332966246e-06,2.509973852303057e-06,0.00011631861761109366,1.5866118926552317e-08,0.0
3,-7.54677027175718e-06,3.4114644023428147e-06,-0.00012210428859381022,1.967249094869925e-06,3.2409024513897714e-06,3.955045459523316e-06,0.00011705517788539184,2.1219572049717598e-08,0.0
4,-7.793071086992051e-06,3.4437232009690163e-06,-0.00012498955245266767,2.1537791623945933e-06,3.7976909150167266e-06,5.563563987369183e-06,0.00011779726075848932,2.660551542087068e-08,0.0
5,-8.063944039964412e-06,3.487254672578851e-06,-0.00012790698484422666,2.310821151351622e-06,4.2889238262271085e-06,7.304262415567292e-06,0.00011854764256401314,3.202425445306309e-08,0.0
6,-8.356243737945423e-06,3.5402096439789875e-06,-0.00013086536223388801,2.449651819141799e-06,4.726707159409961e-06,9.158964525529078e-06,0.00011930859661099928,3.747621277431889e-08,0.0
7,-8.66779847249594e-06,3.6012727673800172e-06,-0.0001338719696453043,2.576274517838638e-06,5.120926123152906e-06,1.1116323087129026e-05,0.00012008200970870249,4.2961913597149585e-08,0.0
8,-8.997049247463873e-06,3.669469116518264e-06,-0.00013693301072638096,2.6939813525179455e-06,5.479702649016929e-06,1.3168936470874227e-05,0.00012086948842203021,4.848196288726736e-08,0.0
9,-9.342777420822496e-06,3.7440075131378213e-06,-0.00014005425832545995,2.8053330901948007e-06,5.809910205992591e-06,1.5311220267546647e-05,0.00012167252764146405,5.4037027946529264e-08,0.0
10,-9.704015470531849e-06,3.824249802358856e-06,-0.00014324061348981528,2.91232865851712e-06,6.1172004811542955e-06,1.7538825850106576e-05,0.00012249239631507752,5.962785313278796e-08,0.0
11,-1.008003442305659e-05,3.909687054373112e-06,-0.00014649666138494827,3.0164549353782175e-06,6.406342054397886e-06,1.9848675030348405e-05,0.0001233302815091503,6.525522435696874e-08,0.0
12,-1.0470304488973424e-05,3.999919863299179e-06,-0.0001498266718961793,3.1187313342758073e-06,6.681355966880065e-06,2.2238760687573657e-05,0.00012418728854919349,7.091998393052362e-08,0.0
13,-1.0874458362389398e-05,4.094639326791724e-06,-0.00015323462090039417,3.2198770669959844e-06,6.945594619224786e-06,2.470789868816143e-05,0.00012506444653930077,7.6623022308871e-08,0.0
14,-1.1292244217157806e-05,4.193603447032063e-06,-0.00015672419334903723,3.32048204598378e-06,7.201849627336545e-06,2.7255428006784358e-05,0.0001259627091625832,8.236527647514966e-08,0.0
15,-1.1723547638940302e-05,4.296647508858115e-06,-0.00016029880193051187,3.4209217319239693e-06,7.4523153299417226e-06,2.988135775258713e-05,0.00012688295951588136,8.814773025987133e-08,0.0
16,-1.2168267142361827e-05,4.403610103445375e-06,-0.00016396195958271947,3.5217915122278375e-06,7.69908762916625e-06,3.258565944765479e-05,0.0001278261066377741,9.397139481290014e-08,0.0
17,-1.2626439965349752e-05,4.5144094303371945e-06,-0.0001677168539691713,3.6233957726740936e-06,7.943666180899422e-06,3.536900997581386e-05,0.00012879297524197279,9.983733282368244e-08,0.0
18,-1.3098097254677653e-05,4.62896240874009e-06,-0.00017156661671501768,3.726125499107342e-06,8.187502616297943e-06,3.8232001317543414e-05,0.00012978437548085236,1.057466471541898e-07,0.0
19,-1.3583350740909547e-05,4.7472265446941255e-06,-0.00017551437008015872,3.830277593127234e-06,8.431767812913971e-06,4.117563335228208e-05,0.0001308011150477223,1.1170047032855607e-07,0.0
20,-1.408234888908085e-05,4.86917866940886e-06,-0.00017956320591308133,3.936120966839093e-06,8.677482981847614e-06,4.420107849531514e-05,0.0001318439937183025,1.1769997044890786e-07,0.0
21,-1.4595277727707043e-05,4.994812968283903e-06,-0.00018371626137550823,4.043878973002966e-06,8.92556717284781e-06,4.730971066903355e-05,0.00013291382296421727,1.2374635582976022e-07,0.0
22,-1.5122367621468134e-05,5.1241470527836205e-06,-0.00018797663369282376,4.153743026526477e-06,9.176756113321881e-06,5.050311037962742e-05,0.0001340114038720945,1.2984086993801117e-07,0.0
23,-1.5663871782343725e-05,5.25720811802555e-06,-0.00019234747849615385,4.265890505717556e-06,9.431734288420437e-06,5.378297995368703e-05,0.0001351375526193589,1.3598479328810073e-07,0.0
24,-1.6220070086699398e-05,5.3940359724747204e-06,-0.0001968319742324583,4.38048758549461e-06,9.691098473854133e-06,5.715115159017295e-05,0.00013629309125398587,1.4217944317539473e-07,0.0
25,-1.6791268493111644e-05,5.534682400007664e-06,-0.000201433333174747,4.497687122356043e-06,9.955367224532454e-06,6.060958820045378e-05,0.00013747885054675056,1.4842617375817893e-07,0.0
26,-1.7377807184774675e-05,5.679215820738625e-06,-0.00020615478270500373,4.6176122766365754e-06,1.0224945757063826e-05,6.416042451724264e-05,0.00013869566514164818,1.5472637644862043e-07,0.0
27,-1.7980014929568558e-05,5.827696155931741e-06,-0.00021099963880518978,4.740410728682309e-06,1.0500322824449187e-05,6.780574995064905e-05,0.00013994439258835695,1.6108148668910763e-07,0.0
28,-1.8598274831514968e-05,5.980210997914795e-06,-0.0002159712014866041,4.866179274374811e-06,1.0781786548915143e-05,7.154792026204063e-05,0.00014122588626127387,1.6749297359977364e-07,0.0
29,-1.92329737390613e-05,6.1368461026920666e-06,-0.00022107288848029815,4.995033699893188e-06,1.10696673897842e-05,7.538932269230885e-05,0.00014254102998808638,1.7396234659475122e-07,0.0
30,-1.988450190532171e-05,6.2976838622750375e-06,-0.00022630827833846563,5.127119834682361e-06,1.1364358499463116e-05,7.93323776760443e-05,0.00014389074921724066,1.8049115408182545e-07,0.0
31,-2.0553282602334415e-05,6.462823772789536e-06,-0.00023168093073252244,5.262542413732124e-06,1.1666130748923629e-05,8.337967095385898e-05,0.00014527596446161392,1.8708098393863342e-07,0.0
32,-2.1239745486613265e-05,6.632366327719222e-06,-0.0002371944750036398,5.401401438892275e-06,1.1975271047026394e-05,8.753383397403488e-05,0.00014669761422363804,1.9373347894230268e-07,0.0
33,-2.1944333102997146e-05,6.80641509902022e-06,-0.00024285264732869187,5.543801918360412e-06,1.2292072821657933e-05,9.179757563193229e-05,0.00014815666463904607,2.0045032167205698e-07,0.0
34,-2.266750089205931e-05,6.9850769264738325e-06,-0.0002486592848268269,5.689851812420304e-06,1.2616833647579878e-05,9.617368214811884e-05,0.0001496541079467399,2.0723323755345577e-07,0.0
35,-2.3409730170302855e-05,7.168468160902317e-06,-0.0002546183333962246,5.839670740942877e-06,1.2949804045206596e-05,0.0001006650721057839,0.0001511909645246324,2.1408398905939656e-07,0.0
36,-2.4171503206374514e-05,7.3567028073909725e-06,-0.0002607338285051423,5.993371447895156e-06,1.32912843130261e-05,0.00010527469085465297,0.0001527682778957766,2.2100439277502165e-07,0.0
37,-2.4953323581342923e-05,7.549902273830618e-06,-0.00026700990889222344,6.151068657681412e-06,1.3641547264955247e-05,0.00011000559968020321,0.0001543871182845904,2.2799631230545333e-07,0.0
38,-2.575571485891274e-05,7.748194869992268e-06,-0.0002734508113612467,6.312873752588424e-06,1.4000843088554322e-05,0.00011486097158272894,0.00015604858126279573,2.3506166349973074e-07,0.0
39,-2.6579209778889647e-05,7.951709446748592e-06,-0.00028006090117602296,6.4789099640104635e-06,1.4369452148936433e-05,0.00011984404135712874,0.00015775379563078392,2.422024073044514e-07,0.0
40,-2.742435911144042e-05,8.16058108160035e-06,-0.000286844632113678,6.64928894155764e-06,1.4747638443668944e-05,0.0001249581491403238,0.00015950391305790076,2.494205600669087e-07,0.0
41,-2.829172979089586e-05,8.37494905157932e-06,-0.00029380658119213416,6.824127731120124e-06,1.5135668525182793e-05,0.0001302067304025517,0.00016130011708250565,2.5671819009039926e-07,0.0
42,-2.9181904236145576e-05,8.594956662994444e-06,-0.0003009514432876506,7.003545769565069e-06,1.55338125889127e-05,0.00013559331336751007,0.0001631436217146652,2.64097420148692e-07,0.0
43,-3.0095475833825564e-05,8.820749039868639e-06,-0.00030828402964752454,7.187670638504405e-06,1.5942358855449138e-05,0.00014112149546959416,0.00016503567104697082,2.71560430962894e-07,0.0
44,-3.1033059722004766e-05,9.05247833643418e-06,-0.00031580927358291984,7.376621142032545e-06,1.636158193705337e-05,0.00014679500169907894,0.00016697754073205693,2.7910945826860633e-07,0.0
45,-3.199528601925339e-05,9.290300291683801e-06,-0.0003235322323726299,7.570518800775668e-06,1.6791765368797957e-05,0.00015261764866242794,0.00016897053847146447,2.8674679673338635e-07,0.0
46,-3.298280179863409e-05,9.534375126489381e-06,-0.00033145809011572323,7.769484683962605e-06,1.723319686831008e-05,0.00015859335568134622,0.0001710160047536809,2.944748005681248e-07,0.0
47,-3.3996266508875784e-05,9.784863701225852e-06,-0.0003395922070281134,7.973682532415062e-06,1.7686193910590353e-05,0.0001647261118845386,0.00017311532561406205,3.022958941572109e-07,0.0
48,-3.503636200603889e-05,1.00419353591298e-05,-0.0003479400296856857,8.183232090854754e-06,1.815105427296457e-05,0.00017102004801503926,0.00017526990939906268,3.102125546734752e-07,0.0
49,-3.610378589150092e-05,1.0305762417751254e-05,-0.00035650716014731874,8.398270736682684e-06,1.8628092307783486e-05,0.00017747938859145694,0.00017748120465844235,3.1822732670292585e-07,0.0
50,-3.719925352446631e-05,1.0576521598445855e-05,-0.0003652993425192763,8.618938049601354e-06,1.9117630668480936e-05,0.00018410846624082415,0.0001797506966661539,3.263428202364395e-07,0.0
