,H2,H,O2,OH,O,H2O,HO2,H2O2,N2
0,-0.0001373689355959255,6.552602380470861e-05,-0.0022359319223617946,3.647678863932953e-05,4.0394414739743416e-05,1.891418003014274e-05,0.002211628222506534,3.61228237262133e-07,0.0
1,-0.0001442231790091757,6.582481832260357e-05,-0.002335237113682855,5.7452623370089134e-05,7.138299773074863e-05,6.384459625076387e-05,0.002220232531248085,7.227257697405704e-07,0.0
2,-0.0001537522933207624,6.741385417065225e-05,-0.0024360401584200045,7.147086849414527e-05,9.605600526497809e-05,0.000124796331474536,0.002228970895537168,1.0844967992870778e-06,0.0
3,-0.0001652782384502397,6.99027774314604e-05,-0.0025399705829611085,8.222982427132764e-05,0.00011647899343126027,0.000197199509557049,0.002237991141459522,1.446575260728697e-06,0.0
4,-0.0001784467822510278,7.307713088978544e-05,-0.00264821372240436,9.141135227442577e-05,0.00013407728563229033,0.0002788849652352198,0.002247400755013352,1.8090156103143975e-06,0.0
5,-0.00019306697472749017,7.681193823670977e-05,-0.002761706039606299,9.984474511688744e-05,0.00014985909486768236,0.0003688007338853308,0.002257284614567421,2.1718876597580324e-06,0.0
6,-0.00020903957142454869,8.103273508073091e-05,-0.002881236093411112,0.00010797509147647236,0.00016454830008448443,0.00046647010684556416,0.002267714157633848,2.5352737145603244e-06,0.0
7,-0.00022632240308975563,8.569634543914466e-05,-0.003007505117228269,0.00011606186381143983,0.00017866988676092433,0.0005717472768541645,0.0022787528806657927,2.8992667865577317e-06,0.0
8,-0.0002449095187311802,9.077935676589755e-05,-0.0031411618264353372,0.00012427623239049927,0.00019261074270505128,0.0006846815446897643,0.002290459498933301,3.263969682004304e-06,0.0
9,-0.0002648194102777101,9.627132719406102e-05,-0.003282831149368067,0.0001327467575950517,0.00020666454281794466,0.0008054478831869257,0.0023028905546972045,3.6294941545891223e-06,0.0
10,-0.0002860913464511804,0.00010217227975624336,-0.0034331355817436853,0.00014156720437939188,0.0002210572275303562,0.0009343319007593688,0.002316102354923969,3.995960845536126e-06,0.0
11,-0.0003087802901176443,0.00010848998901232615,-0.003592700647949219,0.0001508104161030057,0.00023596438072098094,0.0010717011862687175,0.002330151466723775,4.363499238058147e-06,0.0
12,-0.00033295314676419404,0.00011523773689386252,-0.003762166594998542,0.0001605403326522498,0.00025152846196049237,0.0012179851844049353,0.0023450957780402444,4.732247810952045e-06,0.0
13,-0.000358686626245959,0.00012243296539609912,-0.003942197222722852,0.0001708168297761325,0.00026787105512078796,0.001373665346097465,0.0023609952983559834,5.102354222342778e-06,0.0
