,t[s],T[K],H2,H,O2,OH,O,H2O,HO2,H2O2,H2w,Hw,O2w,OHw,Ow,H2Ow,HO2w,H2O2w
0,0.0005,2784.9183476812204,0.0321998743131014,0.0051851157599828,0.2269047377269393,0.0234954457802225,0.0177721947724914,0.222506271211732,0.0001135272523392,2.1368861274718705e-05,926.9289143694516,209.30512275232996,6602.5591301826735,624.5018039684339,723.1642158221664,6170.202661849165,3.158138989873014,0.9580016820067992
