,H2,H,O2,OH,O,H2O,HO2,H2O2,N2
0,-1.0203845052598747e-05,4.9544111387543336e-06,-0.000165310278565886,1.5249269896650868e-06,1.71083379064972e-06,5.99197167688503e-07,0.00016671639776538516,8.356766341906495e-09,0.0
1,-1.0414192000268366e-05,4.914167536666661e-06,-0.0001699264018457888,2.4432832990019364e-06,3.16511909559235e-06,2.0709225017752763e-06,0.0001677303397461426,1.676166687837815e-08,0.0
2,-1.0710807220464824e-05,4.917593191193216e-06,-0.0001745255367677916,3.046433999651794e-06,4.4153637608454074e-06,4.091273222048226e-06,0.00016874046556632322,2.5214248194521397e-08,0.0
3,-1.1070619209534737e-05,4.952033480281452e-06,-0.00017914320076405695,3.4860441211358527e-06,5.502695566846702e-06,6.484689872003648e-06,0.00016975464244034928,3.371449297475036e-08,0.0
4,-1.1480930168478896e-05,5.010335411567304e-06,-0.00018380491894673314,3.83436691905507e-06,6.458547069951399e-06,9.161813104570161e-06,0.0001707785238763324,4.226273373568518e-08,0.0
5,-1.193390783483674e-05,5.087958823458235e-06,-0.0001885305005054626,4.129113049628861e-06,7.307925690601902e-06,1.2072054204951519e-05,0.000171816497009223,5.0859562435858504e-08,0.0
6,-1.2424286330161743e-05,5.181745617106501e-06,-0.00019333661606368122,4.391678418200372e-06,8.07148092199476e-06,1.5184238108477458e-05,0.0001728722535712388,5.9505756825128614e-08,0.0
7,-1.2948537376017484e-05,5.28948540885795e-06,-0.00019823743114956717,4.633765311014354e-06,8.76605167711412e-06,1.8479533638794754e-05,0.00017394893021925665,6.820227054680935e-08,0.0
8,-1.35041699831997e-05,5.409548824705109e-06,-0.0002032451315659037,4.862303830965632e-06,9.405439661522877e-06,2.1945834091243387e-05,0.00017504922493204807,7.695020861827317e-08,0.0
9,-1.4089414068122023e-05,5.540703427854294e-06,-0.00020837074494587673,5.081644791875357e-06,1.0001117168293183e-05,2.5575363809999086e-05,0.0001761755790175429,8.575079843392551e-08,0.0
10,-1.4702983139366212e-05,5.681999215518278e-06,-0.00021362400890445108,5.2947594335112185e-06,1.0562526784644965e-05,2.936295331182707e-05,0.0001773301479024866,9.46053958291508e-08,0.0
11,-1.534392405914221e-05,5.832676895647787e-06,-0.00021901389811634177,5.504095783302143e-06,1.1097585148075561e-05,3.330503098075196e-05,0.00017851491791591578,1.0351545179073287e-07,0.0
12,-1.601156769999776e-05,5.9921357050168035e-06,-0.00022454886272222366,5.711678274145452e-06,1.1612972292324311e-05,3.739940254136365e-05,0.00017973175909739408,1.1248251197718249e-07,0.0
13,-1.6705505023492647e-05,6.15991763206151e-06,-0.0002302369494797556,5.919074751650713e-06,1.2114313436222858e-05,4.164518843418068e-05,0.00018098245203676007,1.2150821237235945e-07,0.0
14,-1.7425549946168066e-05,6.335686849978136e-06,-0.00023608586524800923,6.127451640750023e-06,1.2606337771299812e-05,4.6042642716723224e-05,0.0001822687019395777,1.3059427584840668e-07,0.0
15,-1.8171680233194638e-05,6.519197971493506e-06,-0.00024210304657203065,6.337769606206789e-06,1.3093061944509313e-05,5.0592800730508334e-05,0.00018359215404531765,1.397425071896727e-07,0.0
