,H2,H,O2,OH,O,H2O,HO2,H2O2,N2
0,-3.176941704523503e-05,1.531558999342976e-05,-0.000516195746276332,6.360833572691869e-06,7.078715400717936e-06,2.6914842785030756e-06,0.000516476718662385,4.182141383923504e-08,0.0
1,-3.27289610241002e-05,1.5234276473309162e-05,-0.000534006839889809,1.0181996299369022e-05,1.2909331216532082e-05,9.232225092095107e-06,0.000519094156135374,8.38156972297043e-08,0.0
2,-3.40783240013049e-05,1.5347064279349005e-05,-0.0005518435736698333,1.2737699157718533e-05,1.7804904389062728e-05,1.819106162373966e-05,0.000521715186857244,1.2598136402416889e-07,0.0
3,-3.571842066292866e-05,1.5598356953760155e-05,-0.0005698981191941244,1.4643263795858764e-05,2.199242850985422e-05,2.8845643578886976e-05,0.0005243685272679646,1.6831975072824879e-07,0.0
4,-3.759456388822963e-05,1.5956352806495496e-05,-0.000588311994799295,1.6192115485454082e-05,2.5641648388950533e-05,4.0830286038956485e-05,0.0005270753217500482,2.108342176198874e-07,0.0
5,-3.967326699446417e-05,1.640082934374733e-05,-0.000607195641979397,1.7540264640941016e-05,2.888289020036557e-05,5.393932640542283e-05,0.0005298520687152912,2.5352966809334524e-07,0.0
6,-4.193285882697598e-05,1.691806798860965e-05,-0.0006266405778000433,1.877810201374738e-05,3.181832462781071e-05,6.805009271999253e-05,0.0005327124371047856,2.9641217207340963e-07,0.0
7,-4.435995121640186e-05,1.7498847069620268e-05,-0.0006467270369679613,1.9955453712662057e-05,3.452910014017215e-05,8.30956898459191e-05,0.0005356684085812359,3.394888347536768e-07,0.0
8,-4.6946427012356885e-05,1.8136875087858876e-05,-0.0006675259002835608,2.1100929741045814e-05,3.7079430364915446e-05,9.904175856741905e-05,0.000538730565877572,3.827676571065379e-07,0.0
9,-4.968758563451395e-05,1.8827777739142885e-05,-0.0006891014168025506,2.2233368454867032e-05,3.952031528888831e-05,0.00011587278380823188,0.0005419084996866273,4.2625745930719556e-07,0.0
10,-5.258097999346715e-05,1.9568472731657418e-05,-0.000711512589238481,2.3367170653609867e-05,4.189253588916461e-05,0.00013358440637191183,0.0005452110157669097,4.6996781869475044e-07,0.0
11,-5.5625960091751215e-05,2.035685082234714e-05,-0.0007348160551764657,2.4513959314645507e-05,4.4229532263420424e-05,0.00015218119828266423,0.0005486465656071557,5.13908977983842e-07,0.0
12,-5.882350243626859e-05,2.119165582296791e-05,-0.0007590671885916326,2.5682466591376947e-05,4.65588401287967e-05,0.00017167622560568182,0.0005522234110261713,5.580918529064558e-07,0.0
13,-6.217592047677371e-05,2.2072334324887895e-05,-0.0007843202742624314,2.6879316898366392e-05,4.890298332069846e-05,0.00019208938192720693,0.000555949650259788,6.025280082572946e-07,0.0
14,-6.568653203942426e-05,2.299886093688836e-05,-0.0008106287769244754,2.811014733845705e-05,5.128043902668945e-05,0.0002134453738232991,0.0005598332581918101,6.472296467556114e-07,0.0
15,-6.93595097373466e-05,2.3971632905962104e-05,-0.0008380463121372687,2.9379930196336926e-05,5.3706702331235965e-05,0.00023577311539888998,0.0005638822314287324,6.922096134578328e-07,0.0
16,-7.319965046855458e-05,2.4991344595283547e-05,-0.0008666269723205125,3.0693691381704064e-05,5.619507202230086e-05,0.0002591043963776965,0.0005681046370180296,7.374813940524013e-07,0.0
17,-7.721245032382907e-05,2.6058993865863808e-05,-0.0008964263131012245,3.2055863641986835e-05,5.875729018174127e-05,0.00028347479678532774,0.0005725087598100842,7.83059140049712e-07,0.0
18,-8.140406339943579e-05,2.717587264668394e-05,-0.0009275009989249428,3.347019531376805e-05,6.140352125220397e-05,0.00030892346595083213,0.000577103049504024,8.289576568663983e-07,0.0
19,-8.578104296677793e-05,2.8343423537304115e-05,-0.0009599092468975142,3.4940706446115854e-05,6.414321401344217e-05,0.0003354915664988896,0.0005818961869528089,8.751924157314184e-07,0.0
20,-9.035064909224039e-05,2.9563385587118615e-05,-0.000993711081698649,3.647043132698583e-05,6.698463592504527e-05,0.0003632243761555885,0.0005868971221899038,9.217796062473328e-07,0.0
21,-9.512055577621322e-05,3.0837629359728384e-05,-0.001028968922995622,3.806282709743795e-05,6.993574937644279e-05,0.00039216937460304383,0.0005921151622026237,9.687361325586438e-07,0.0
22,-0.00010009893405224843,3.216819742153304e-05,-0.0010657476191108556,3.972129334623651e-05,7.300412952547625e-05,0.0004223768773082008,0.0005975599759084987,1.016079653158901e-06,0.0
23,-0.0001052943857159635,3.355728242144775e-05,-0.001104114090994938,4.1449292199658555e-05,7.619694246165069e-05,0.00045389959011006705,0.0006032415408861606,1.0638286319166966e-06,0.0
24,-0.00011071597086302368,3.500721795534047e-05,-0.0011441380592903967,4.3250356334583986e-05,7.952129846675417e-05,0.0004867929030485387,0.0006091702520279255,1.1120023202775954e-06,0.0
25,-0.00011637319074792872,3.652047428346195e-05,-0.0011858919081987954,4.512805829809173e-05,8.29842471745158e-05,0.0005211147972540214,0.00061535690113551,1.1606208011234346e-06,0.0
26,-0.00012227603720861978,3.809967004051629e-05,-0.0012294510982041966,4.7085965021183935e-05,8.659286757298254e-05,0.000556926189215032,0.0006218127385147354,1.2097050483661176e-06,0.0
27,-0.00012843496573021758,3.97475577396831e-05,-0.001274894198684081,4.912774493113374e-05,9.03543454339275e-05,0.0005942907615524055,0.0006285494778147318,1.259276942417077e-06,0.0
28,-0.00013486093406927117,4.146703461872559e-05,-0.0013223031566335444,5.125716612630875e-05,9.427599328106543e-05,0.0006332752012450868,0.0006355793361067219,1.309359324907043e-06,0.0
29,-0.0001415653941241144,4.326113763980328e-05,-0.001371763326337736,5.347816581337661e-05,9.836526903545346e-05,0.000673949133678372,0.0006429150382710625,1.359976023782125e-06,0.0
