,H2,H,O2,OH,O,H2O,HO2,H2O2,N2
0,-1.565953082730655e-05,7.59694353791401e-06,-0.00025351536661899417,2.3996205179137047e-06,2.7328485807710316e-06,1.082324386314656e-06,0.0002553465497691179,1.661065426932861e-08,0.0
1,-1.603690550127286e-05,7.555704424125984e-06,-0.0002608141550768334,3.77925630004017e-06,4.998369292200799e-06,3.6877773870953944e-06,0.00025679664550660737,3.3307668036562015e-08,0.0
2,-1.6562232697548735e-05,7.588508623178592e-06,-0.0002681108115517555,4.673037795423971e-06,6.904086645293354e-06,7.211108201004794e-06,0.00025824621257521953,5.009040918396053e-08,0.0
3,-1.7196003623336914e-05,7.673696407898104e-06,-0.00027546581884789554,5.322878342716238e-06,8.529506411510671e-06,1.136137360582361e-05,0.00025970740849194234,6.695921134150495e-08,0.0
4,-1.791617356450888e-05,7.798866067308488e-06,-0.00028292296310211625,5.842251936713437e-06,9.935168233804023e-06,1.5989901591507817e-05,0.0002611890337430079,8.391509428344169e-08,0.0
5,-1.8709227407107264e-05,7.956161909042642e-06,-0.0002905171034102693,6.288211176254965e-06,1.1168914531247613e-05,2.101398982442367e-05,0.00026269809380762823,1.0095956877942739e-07,0.0
6,-1.95665238739031e-05,8.140370755805475e-06,-0.0002982765723742209,6.6898503905662914e-06,1.2268458059273495e-05,2.638604069380571e-05,0.00026424028177849876,1.18094570174238e-07,0.0
7,-2.0482341005591004e-05,8.347870435450194e-06,-0.0003062255331159508,7.06253887441611e-06,1.3263865875312636e-05,3.207782431503794e-05,0.000265820452246736,1.3532237458886906e-07,0.0
8,-2.1452610766102198e-05,8.575975654359105e-06,-0.0003143846595320649,7.416009327093018e-06,1.4179186669559182e-05,3.8070695001249354e-05,0.00026744275807797177,1.5264556793471927e-07,0.0
9,-2.2474342008323706e-05,8.822605052783501e-06,-0.000322772546603232,7.757742594717265e-06,1.503399996035695e-05,4.4351540049198126e-05,0.0002691109339812952,1.700669732045922e-07,0.0
10,-2.354549576499537e-05,9.086197693359662e-06,-0.0003314063820007885,8.093017677535183e-06,1.5844292962095724e-05,5.091234826946521e-05,0.0002708284315181581,1.87589645169958e-07,0.0
11,-2.466480554003296e-05,9.365617586395587e-06,-0.0003403021245006372,8.425422632880803e-06,1.6623041088382964e-05,5.7749176895463445e-05,0.00027259845498433014,2.0521685321721125e-07,0.0
12,-2.583155963595095e-05,9.660037049912006e-06,-0.00034947475170341675,8.757698748556585e-06,1.738082418771697e-05,6.486078806587734e-05,0.0002744240112229215,2.2295206438323033e-07,0.0
13,-2.7045493557828856e-05,9.968878304198627e-06,-0.0003589384062929746,9.092023689520066e-06,1.8126208618719656e-05,7.224805127022448e-05,0.0002763079390291779,2.4079893896264357e-07,0.0
14,-2.830673603850834e-05,1.0291779331501746e-05,-0.00036870662309828196,9.430138994821582e-06,1.8866038560009646e-05,7.991368612670522e-05,0.00027825295480123254,2.587613225195722e-07,0.0
15,-2.9615665509911994e-05,1.0628502014436957e-05,-0.00037879296705929026,9.773762807268129e-06,1.960619662413557e-05,8.786154709779309e-05,0.00028026178080532645,2.7684322024206996e-07,0.0
16,-3.097291820478293e-05,1.097895062010264e-05,-0.00038921057505839004,1.0124221723531203e-05,2.0351468222642067e-05,9.609675082310205e-05,0.00028233705304028036,2.950488335146463e-07,0.0
